Product Name,Brand,Category,Region,Store ID,Date,Quantity,Value
Adidas Superstar,Adidas,Footwear,East,52,2023-03-13,18,3581.99
Nike Training Bag,Nike,Equipment,Central,90,2023-11-29,13,6003.51
Puma Resistance Band Set,Puma,Equipment,South,35,2025-10-19,18,2220.79
UA Rival Fleece Hoodie,Under Armour,Apparel,East,50,2025-11-05,19,11116.71
Reebok Classic Leather,Reebok,Footwear,Central,95,2023-10-29,16,5612.65
Nike Training Bag,Nike,Equipment,South,38,2023-03-24,13,2182.43
Nike Cap,Nike,Accessories,West,72,2024-03-27,20,4063.09
Adidas Gym Ball,Adidas,Equipment,Central,97,2024-02-04,9,4088.42
UA Charged Assert,Under Armour,Footwear,North,3,2024-02-05,3,1190.22
UA Sport Mask,Under Armour,Accessories,West,67,2025-11-14,20,4485.62
Reebok Wristband,Reebok,Accessories,North,12,2025-11-13,14,1656.46
Nike Air Max,Nike,Footwear,West,72,2025-01-27,12,2443.46
Nike Cap,Nike,Accessories,West,78,2024-09-22,15,2130.96
Adidas Tiro Pants,Adidas,Apparel,West,70,2025-05-01,14,7402.36
Nike Cap,Nike,Accessories,South,39,2025-04-28,10,1156.31
Nike Pro Shorts,Nike,Apparel,Central,91,2025-08-30,19,11557.46
Reebok Yoga Mat,Reebok,Equipment,North,1,2025-02-08,9,3821.53
UA HeatGear Tee,Under Armour,Apparel,South,38,2025-04-28,5,2345.97
Puma Logo Tee,Puma,Apparel,South,33,2024-02-13,2,657.47
UA Sport Mask,Under Armour,Accessories,Central,90,2024-09-10,15,4975.85
Adidas Superstar,Adidas,Footwear,North,1,2024-04-04,16,2687.96
Adidas Essentials Tee,Adidas,Apparel,East,54,2023-09-12,8,2048.84
UA Sport Mask,Under Armour,Accessories,North,9,2023-02-28,3,1491.84
UA HOVR Phantom,Under Armour,Footwear,Central,96,2025-01-10,16,9085.57
Nike Pegasus,Nike,Footwear,East,57,2023-09-02,6,2554.41
UA HeatGear Tee,Under Armour,Apparel,South,31,2023-04-30,5,2207.96
Puma Track Jacket,Puma,Apparel,South,22,2025-01-01,12,3016.39
Nike Pro Shorts,Nike,Apparel,East,50,2023-04-10,6,1599.94
Puma Resistance Band Set,Puma,Equipment,Central,86,2023-07-13,10,4387.73
Reebok Nano X,Reebok,Footwear,East,44,2024-07-09,1,477.47
Reebok CrossFit Tee,Reebok,Apparel,Central,90,2023-10-08,14,5513.59
Adidas Water Bottle,Adidas,Accessories,South,24,2024-11-27,8,866.51
Nike Training Bag,Nike,Equipment,Central,100,2024-01-21,3,760.13
UA Rival Fleece Hoodie,Under Armour,Apparel,South,21,2023-08-27,12,2245.69
Reebok Classic Leather,Reebok,Footwear,West,80,2023-10-12,10,1026.59
Adidas Ultraboost,Adidas,Footwear,North,8,2023-02-28,5,2156.36
Adidas Water Bottle,Adidas,Accessories,East,45,2024-04-09,3,284.64
Nike Pegasus,Nike,Footwear,North,3,2025-05-20,14,7131.71
Nike Dunk,Nike,Footwear,South,24,2023-03-29,17,6811.33
Puma Suede Classic,Puma,Footwear,West,64,2023-05-02,10,407.75
Adidas Water Bottle,Adidas,Accessories,North,4,2023-01-22,7,2114.35
Nike Cap,Nike,Accessories,East,41,2024-01-14,9,930.13
UA Duffel Bag,Under Armour,Equipment,East,46,2024-12-13,20,9080.06
Nike Pro Shorts,Nike,Apparel,Central,99,2024-05-10,19,1476.42
Adidas Headband,Adidas,Accessories,Central,87,2023-01-29,6,2897.08
UA Duffel Bag,Under Armour,Equipment,North,7,2023-01-09,16,6857.96
UA Charged Assert,Under Armour,Footwear,Central,86,2025-01-20,4,1785.12
UA HOVR Phantom,Under Armour,Footwear,East,53,2024-01-06,8,1130.23
Nike Training Bag,Nike,Equipment,North,11,2025-04-14,17,5384.29
Puma Logo Tee,Puma,Apparel,West,72,2023-10-06,2,574.85
Nike Training Bag,Nike,Equipment,East,56,2023-06-18,15,3070.42
Reebok Yoga Mat,Reebok,Equipment,West,68,2024-09-30,14,2567.67
Reebok CrossFit Tee,Reebok,Apparel,North,16,2024-01-22,16,1951.55
Nike Cap,Nike,Accessories,West,75,2023-08-04,13,1003.92
Adidas Tiro Pants,Adidas,Apparel,Central,84,2025-03-31,7,464.66
Reebok Wristband,Reebok,Accessories,South,40,2024-11-24,14,1270.71
Puma Track Jacket,Puma,Apparel,East,59,2025-10-19,13,6473.13
Reebok Wristband,Reebok,Accessories,West,80,2024-12-30,17,9657.92
Nike Socks Pack,Nike,Accessories,South,35,2024-07-25,16,1447.18
Nike Pegasus,Nike,Footwear,South,25,2025-10-15,2,176.31
Adidas Essentials Tee,Adidas,Apparel,West,61,2023-05-20,11,2240.3
Nike Socks Pack,Nike,Accessories,East,60,2023-11-09,17,6543.0
Puma Logo Tee,Puma,Apparel,West,67,2025-10-05,16,7026.34
Reebok Classic Leather,Reebok,Footwear,East,58,2025-10-30,18,9560.1
Nike Training Bag,Nike,Equipment,North,14,2023-02-06,11,2245.57
Nike Dunk,Nike,Footwear,West,75,2025-02-09,18,837.08
UA HOVR Phantom,Under Armour,Footwear,South,36,2024-09-12,13,1264.09
UA Sport Mask,Under Armour,Accessories,North,19,2025-09-25,18,7882.0
Adidas Tiro Pants,Adidas,Apparel,West,78,2025-08-20,13,4448.23
Reebok Joggers,Reebok,Apparel,West,79,2024-06-23,12,4362.61
Nike Pegasus,Nike,Footwear,East,42,2024-08-05,5,1744.68
Nike Pegasus,Nike,Footwear,East,59,2025-01-20,11,5538.29
Reebok Nano X,Reebok,Footwear,North,14,2025-02-18,14,9029.64
Puma RS-X,Puma,Footwear,North,8,2024-12-20,10,1525.11
Nike Training Bag,Nike,Equipment,North,10,2023-06-23,1,182.05
UA HOVR Phantom,Under Armour,Footwear,North,15,2024-10-29,14,4711.89
Nike Pegasus,Nike,Footwear,North,16,2024-06-30,13,7372.85
Nike Socks Pack,Nike,Accessories,East,59,2025-03-10,4,2121.58
UA Duffel Bag,Under Armour,Equipment,East,56,2024-02-26,11,5180.17
Reebok CrossFit Tee,Reebok,Apparel,Central,90,2023-12-08,7,3397.28
Adidas Water Bottle,Adidas,Accessories,North,18,2025-10-14,2,410.62
Adidas Gym Ball,Adidas,Equipment,Central,93,2024-08-31,3,1103.29
Puma Track Jacket,Puma,Apparel,Central,91,2023-07-14,17,888.92
Reebok Nano X,Reebok,Footwear,West,67,2025-08-31,10,5224.87
Puma Resistance Band Set,Puma,Equipment,East,54,2025-10-30,13,1961.02
UA HeatGear Tee,Under Armour,Apparel,Central,97,2024-05-29,18,7086.62
Adidas Essentials Tee,Adidas,Apparel,North,17,2024-01-05,7,2389.92
UA HOVR Phantom,Under Armour,Footwear,East,58,2025-08-15,2,1218.43
UA HeatGear Tee,Under Armour,Apparel,South,32,2025-12-05,5,590.96
Puma Resistance Band Set,Puma,Equipment,West,74,2024-09-06,3,1493.47
Puma Logo Tee,Puma,Apparel,West,69,2024-02-21,9,3416.54
Nike Training Bag,Nike,Equipment,West,68,2024-04-28,1,105.78
UA Sport Mask,Under Armour,Accessories,East,55,2024-05-17,14,4648.33
Adidas Tiro Pants,Adidas,Apparel,North,7,2025-05-14,1,196.17
Adidas Essentials Tee,Adidas,Apparel,East,58,2024-06-13,2,757.3
Nike Cap,Nike,Accessories,North,2,2025-09-22,10,2218.77
Nike Cap,Nike,Accessories,West,72,2023-05-11,5,1052.55
UA Duffel Bag,Under Armour,Equipment,North,19,2024-04-28,17,9145.67
Nike Cap,Nike,Accessories,East,56,2025-12-11,4,698.24
Reebok Joggers,Reebok,Apparel,East,59,2024-10-03,8,3742.6
Nike Socks Pack,Nike,Accessories,South,25,2025-05-16,9,1217.67
Nike Dri-FIT Tee,Nike,Apparel,West,69,2025-06-19,12,3983.81
UA HOVR Phantom,Under Armour,Footwear,East,58,2023-08-20,8,1983.44
UA Rival Fleece Hoodie,Under Armour,Apparel,South,32,2024-07-22,10,4180.51
Nike Dri-FIT Tee,Nike,Apparel,Central,82,2023-02-13,8,2812.22
Puma Beanie,Puma,Accessories,Central,93,2024-06-02,12,4508.4
UA Charged Assert,Under Armour,Footwear,Central,88,2023-09-07,13,2684.06
Puma RS-X,Puma,Footwear,East,43,2024-06-07,6,1123.06
Nike Dunk,Nike,Footwear,East,54,2025-06-17,3,591.0
Reebok Classic Leather,Reebok,Footwear,West,74,2025-10-03,4,1894.6
Nike Pro Shorts,Nike,Apparel,East,57,2023-11-25,20,3777.82
Nike Dri-FIT Tee,Nike,Apparel,West,61,2024-10-31,6,2262.23
Reebok Wristband,Reebok,Accessories,South,21,2025-06-27,10,1508.47
Nike Training Bag,Nike,Equipment,Central,83,2024-10-04,17,1872.01
Puma Resistance Band Set,Puma,Equipment,Central,94,2023-09-24,5,1183.58
Puma Resistance Band Set,Puma,Equipment,South,39,2024-06-17,7,3250.38
Adidas Essentials Tee,Adidas,Apparel,West,72,2023-06-22,13,2715.4
Adidas Gym Ball,Adidas,Equipment,North,1,2024-04-04,15,7853.67
Nike Dri-FIT Tee,Nike,Apparel,East,46,2024-02-11,14,3421.2
Reebok CrossFit Tee,Reebok,Apparel,South,23,2024-06-16,19,2221.25
UA HOVR Phantom,Under Armour,Footwear,North,17,2023-08-29,15,5868.19
Adidas Water Bottle,Adidas,Accessories,North,8,2025-10-09,9,1304.1
Adidas Ultraboost,Adidas,Footwear,West,73,2024-08-12,7,1827.58
Reebok Yoga Mat,Reebok,Equipment,East,47,2024-03-17,5,612.82
Puma RS-X,Puma,Footwear,East,49,2023-02-28,8,2531.89
Nike Cap,Nike,Accessories,Central,95,2025-01-27,5,162.2
Reebok Joggers,Reebok,Apparel,West,67,2024-10-24,20,8281.32
Nike Dri-FIT Tee,Nike,Apparel,North,4,2024-06-08,8,414.13
Nike Dunk,Nike,Footwear,East,60,2025-08-22,17,498.87
Reebok CrossFit Tee,Reebok,Apparel,East,53,2025-02-19,18,1953.3
Puma Suede Classic,Puma,Footwear,Central,86,2023-03-26,16,1624.57
Nike Cap,Nike,Accessories,West,65,2024-11-25,17,3368.71
Nike Training Bag,Nike,Equipment,South,29,2025-06-05,5,1107.4
UA HOVR Phantom,Under Armour,Footwear,East,52,2025-10-19,9,1822.91
UA HOVR Phantom,Under Armour,Footwear,Central,91,2024-06-24,11,5673.3
UA Charged Assert,Under Armour,Footwear,South,38,2025-10-03,5,296.05
Nike Dunk,Nike,Footwear,South,26,2023-04-22,6,1474.31
UA Sport Mask,Under Armour,Accessories,West,64,2025-08-14,12,617.45
Nike Training Bag,Nike,Equipment,West,76,2025-09-20,5,2769.02
Adidas Water Bottle,Adidas,Accessories,East,43,2023-09-11,6,2620.34
Adidas Water Bottle,Adidas,Accessories,Central,89,2023-12-11,1,300.1
Reebok Yoga Mat,Reebok,Equipment,Central,86,2025-12-13,8,4802.7
Nike Pegasus,Nike,Footwear,North,11,2025-10-17,4,813.57
Nike Socks Pack,Nike,Accessories,East,59,2025-03-18,5,2741.37
UA Rival Fleece Hoodie,Under Armour,Apparel,North,15,2023-03-01,9,2141.52
UA Charged Assert,Under Armour,Footwear,East,42,2023-01-12,19,3343.23
Puma Logo Tee,Puma,Apparel,South,22,2023-09-22,2,350.24
Reebok Joggers,Reebok,Apparel,Central,100,2023-05-25,9,579.82
Nike Cap,Nike,Accessories,South,33,2023-12-31,7,208.92
Puma Logo Tee,Puma,Apparel,West,73,2023-11-30,5,1653.2
UA HOVR Phantom,Under Armour,Footwear,East,56,2023-09-04,10,3732.27
Reebok CrossFit Tee,Reebok,Apparel,East,44,2023-09-26,16,4257.18
Puma Track Jacket,Puma,Apparel,West,76,2025-07-01,14,5282.87
Adidas Essentials Tee,Adidas,Apparel,West,72,2023-07-04,14,3197.19
Reebok Classic Leather,Reebok,Footwear,North,17,2023-07-10,8,3897.36
Nike Cap,Nike,Accessories,West,77,2023-11-14,14,2233.52
Adidas Superstar,Adidas,Footwear,West,70,2023-06-12,10,4924.09
Puma Logo Tee,Puma,Apparel,Central,94,2024-05-24,18,6062.97
Nike Socks Pack,Nike,Accessories,North,17,2023-06-06,14,3711.58
Puma Suede Classic,Puma,Footwear,West,79,2023-07-13,19,3621.77
Nike Training Bag,Nike,Equipment,Central,81,2023-06-17,15,5631.72
Nike Dunk,Nike,Footwear,South,33,2024-01-03,10,689.76
UA Charged Assert,Under Armour,Footwear,Central,95,2024-10-04,9,3306.09
Adidas Essentials Tee,Adidas,Apparel,South,27,2024-11-30,20,1323.55
Nike Pegasus,Nike,Footwear,North,14,2024-06-15,4,104.91
UA HeatGear Tee,Under Armour,Apparel,South,36,2023-01-28,20,7041.34
Reebok CrossFit Tee,Reebok,Apparel,East,60,2025-09-23,13,5940.65
Adidas Ultraboost,Adidas,Footwear,North,5,2024-09-11,4,122.64
Adidas Water Bottle,Adidas,Accessories,South,21,2023-02-02,5,1254.68
Adidas Headband,Adidas,Accessories,West,78,2024-05-10,15,1057.85
Nike Pegasus,Nike,Footwear,West,74,2023-10-31,5,379.5
Nike Pegasus,Nike,Footwear,West,76,2025-06-30,19,10687.75
Reebok Wristband,Reebok,Accessories,South,30,2024-05-11,1,51.11
UA Sport Mask,Under Armour,Accessories,West,74,2023-07-30,20,7475.95
Reebok Wristband,Reebok,Accessories,North,16,2024-08-18,19,5535.23
Nike Pegasus,Nike,Footwear,South,22,2025-09-26,11,3182.64
UA Rival Fleece Hoodie,Under Armour,Apparel,East,54,2023-05-11,20,1522.63
Nike Pegasus,Nike,Footwear,West,74,2024-12-11,7,784.39
Adidas Gym Ball,Adidas,Equipment,East,55,2025-08-19,19,6512.53
Adidas Ultraboost,Adidas,Footwear,Central,95,2024-11-25,13,6636.65
Adidas Tiro Pants,Adidas,Apparel,East,56,2025-05-03,10,4140.3
Adidas Essentials Tee,Adidas,Apparel,West,65,2023-06-26,20,2315.05
UA Sport Mask,Under Armour,Accessories,North,14,2025-10-04,7,1508.35
Puma Suede Classic,Puma,Footwear,North,12,2023-04-07,6,1148.29
Nike Pro Shorts,Nike,Apparel,Central,82,2023-12-24,4,728.45
Adidas Gym Ball,Adidas,Equipment,North,18,2024-04-09,11,3206.21
Puma Track Jacket,Puma,Apparel,North,18,2024-12-28,17,8802.05
UA HeatGear Tee,Under Armour,Apparel,North,15,2023-08-02,4,1928.28
Nike Socks Pack,Nike,Accessories,Central,100,2023-08-05,2,830.67
Nike Training Bag,Nike,Equipment,North,6,2025-11-04,12,6833.07
UA Duffel Bag,Under Armour,Equipment,East,55,2023-11-18,4,1036.91
Adidas Ultraboost,Adidas,Footwear,East,51,2023-11-12,7,553.22
Puma RS-X,Puma,Footwear,West,61,2025-06-18,16,8750.78
Adidas Tiro Pants,Adidas,Apparel,East,57,2024-11-30,12,840.59
Adidas Superstar,Adidas,Footwear,East,48,2025-04-29,17,8432.01
UA HOVR Phantom,Under Armour,Footwear,South,25,2025-05-13,14,3975.54
Nike Pegasus,Nike,Footwear,Central,92,2025-07-28,1,302.17
Reebok Classic Leather,Reebok,Footwear,North,3,2025-11-25,6,1334.63
Nike Dunk,Nike,Footwear,North,13,2025-06-07,5,2189.75
Reebok Yoga Mat,Reebok,Equipment,Central,90,2023-04-29,18,3833.3
Nike Air Max,Nike,Footwear,East,52,2024-09-15,17,8151.6
Adidas Water Bottle,Adidas,Accessories,West,75,2023-10-28,20,8920.77
Adidas Headband,Adidas,Accessories,East,53,2025-06-24,3,1727.18
Reebok Joggers,Reebok,Apparel,Central,91,2023-03-17,5,1840.24
Adidas Water Bottle,Adidas,Accessories,Central,90,2025-12-01,18,1510.55
Adidas Tiro Pants,Adidas,Apparel,Central,91,2024-10-01,18,646.72
UA HOVR Phantom,Under Armour,Footwear,South,30,2024-06-13,4,2271.2
UA Duffel Bag,Under Armour,Equipment,East,49,2023-05-03,2,380.29
Nike Air Max,Nike,Footwear,West,70,2023-09-13,8,1900.09
Reebok Nano X,Reebok,Footwear,Central,88,2025-12-28,19,4041.33
Puma RS-X,Puma,Footwear,West,77,2023-10-14,17,1198.65
Nike Socks Pack,Nike,Accessories,East,55,2024-01-30,14,1454.56
Nike Dri-FIT Tee,Nike,Apparel,North,3,2025-04-23,5,1455.65
Nike Pro Shorts,Nike,Apparel,South,35,2025-09-02,17,4359.47
Reebok Wristband,Reebok,Accessories,Central,98,2025-04-04,19,10832.61
UA Sport Mask,Under Armour,Accessories,West,75,2025-10-18,14,6756.28
Adidas Ultraboost,Adidas,Footwear,South,37,2023-11-30,15,3790.3
Nike Training Bag,Nike,Equipment,Central,97,2023-09-22,15,5300.19
Reebok CrossFit Tee,Reebok,Apparel,North,6,2025-08-27,4,2404.56
Reebok CrossFit Tee,Reebok,Apparel,North,4,2025-04-16,2,765.56
Reebok CrossFit Tee,Reebok,Apparel,South,24,2025-12-06,12,2595.28
Nike Pegasus,Nike,Footwear,East,56,2024-09-13,5,2298.72
Puma Logo Tee,Puma,Apparel,North,10,2025-05-13,16,2568.37
Reebok Nano X,Reebok,Footwear,North,18,2023-01-05,2,104.86
Puma Beanie,Puma,Accessories,West,79,2025-05-05,11,4169.4
Adidas Ultraboost,Adidas,Footwear,West,80,2025-02-11,17,8524.78
Adidas Superstar,Adidas,Footwear,West,75,2025-08-01,11,6232.6
Reebok Yoga Mat,Reebok,Equipment,Central,100,2023-07-02,13,2676.35
UA Charged Assert,Under Armour,Footwear,Central,82,2024-11-25,3,1287.67
Puma Beanie,Puma,Accessories,North,19,2023-12-06,4,1157.21
Nike Dri-FIT Tee,Nike,Apparel,South,40,2023-06-24,17,8151.51
Nike Pegasus,Nike,Footwear,West,77,2024-01-23,18,1609.13
Adidas Water Bottle,Adidas,Accessories,North,9,2024-01-04,19,3009.57
Puma Resistance Band Set,Puma,Equipment,North,18,2025-06-28,2,553.44
UA HOVR Phantom,Under Armour,Footwear,North,11,2025-10-03,1,138.64
Puma Suede Classic,Puma,Footwear,East,53,2025-12-17,4,331.2
Adidas Essentials Tee,Adidas,Apparel,East,45,2023-12-11,3,428.0
Adidas Tiro Pants,Adidas,Apparel,East,54,2023-11-12,11,531.06
Puma Beanie,Puma,Accessories,North,2,2024-01-07,11,2620.71
Puma Suede Classic,Puma,Footwear,West,71,2023-10-19,4,800.99
Puma RS-X,Puma,Footwear,South,28,2023-04-17,17,4362.71
Nike Dri-FIT Tee,Nike,Apparel,North,9,2025-02-27,18,4043.55
Nike Pegasus,Nike,Footwear,North,16,2025-04-13,8,2242.21
Nike Socks Pack,Nike,Accessories,East,58,2023-02-08,18,2488.17
Reebok Yoga Mat,Reebok,Equipment,East,59,2023-09-15,17,3979.22
Adidas Tiro Pants,Adidas,Apparel,South,32,2024-02-21,18,8184.19
Nike Dunk,Nike,Footwear,Central,95,2025-05-17,15,399.37
Nike Dri-FIT Tee,Nike,Apparel,South,21,2024-08-15,16,8612.73
Reebok Joggers,Reebok,Apparel,Central,89,2024-07-13,7,4022.07
Adidas Tiro Pants,Adidas,Apparel,East,42,2025-11-11,19,9257.75
Reebok Wristband,Reebok,Accessories,East,43,2023-05-24,5,1776.23
UA Duffel Bag,Under Armour,Equipment,West,67,2024-07-26,11,6066.44
Puma Track Jacket,Puma,Apparel,East,55,2024-12-02,11,1746.28
Reebok Classic Leather,Reebok,Footwear,South,35,2024-11-30,5,158.81
Nike Air Max,Nike,Footwear,Central,96,2023-01-05,6,2716.16
Reebok Wristband,Reebok,Accessories,Central,96,2025-04-26,3,1085.38
Reebok Nano X,Reebok,Footwear,West,64,2023-03-05,13,6325.52
Nike Air Max,Nike,Footwear,West,66,2025-01-03,12,1246.23
Adidas Gym Ball,Adidas,Equipment,West,61,2024-01-31,9,3898.94
Puma Beanie,Puma,Accessories,South,23,2025-01-02,8,4243.61
Nike Dunk,Nike,Footwear,West,72,2024-04-24,20,3559.55
Reebok Wristband,Reebok,Accessories,North,7,2024-03-04,9,758.18
Adidas Headband,Adidas,Accessories,West,66,2025-10-21,19,8317.04
Adidas Ultraboost,Adidas,Footwear,North,19,2023-12-26,5,1890.34
Puma Track Jacket,Puma,Apparel,Central,88,2024-06-15,1,128.9
UA HeatGear Tee,Under Armour,Apparel,Central,89,2025-12-27,14,381.08
Reebok Yoga Mat,Reebok,Equipment,East,54,2023-04-17,17,2576.13
Nike Dunk,Nike,Footwear,West,72,2025-08-13,8,4619.94
UA Charged Assert,Under Armour,Footwear,East,54,2023-04-07,13,2233.35
Nike Pegasus,Nike,Footwear,East,43,2024-02-03,8,4557.01
Adidas Headband,Adidas,Accessories,North,8,2025-05-17,10,1286.37
UA Rival Fleece Hoodie,Under Armour,Apparel,North,1,2023-05-09,1,227.34
Nike Socks Pack,Nike,Accessories,East,48,2024-11-15,11,3128.56
Puma RS-X,Puma,Footwear,East,57,2023-04-22,20,9458.06
Nike Training Bag,Nike,Equipment,North,15,2025-06-17,2,158.75
Nike Pro Shorts,Nike,Apparel,West,71,2023-03-10,2,791.34
UA HOVR Phantom,Under Armour,Footwear,North,10,2025-06-24,2,134.11
Reebok Wristband,Reebok,Accessories,East,53,2023-04-17,14,923.98
Nike Air Max,Nike,Footwear,Central,100,2024-04-22,15,4099.25
Nike Socks Pack,Nike,Accessories,Central,100,2025-05-26,1,237.92
Adidas Headband,Adidas,Accessories,Central,91,2025-07-18,1,93.4
Adidas Ultraboost,Adidas,Footwear,Central,87,2023-05-19,9,2933.41
UA Charged Assert,Under Armour,Footwear,West,76,2024-12-28,5,628.15
Puma Beanie,Puma,Accessories,North,5,2023-04-01,17,5109.7
Adidas Superstar,Adidas,Footwear,East,59,2025-01-02,10,1179.83
Nike Air Max,Nike,Footwear,East,52,2024-12-03,5,1543.8
Nike Dri-FIT Tee,Nike,Apparel,South,37,2023-04-28,7,1558.13
Reebok Classic Leather,Reebok,Footwear,South,23,2024-02-15,16,2040.39
Reebok Classic Leather,Reebok,Footwear,Central,91,2025-08-15,14,5746.28
UA HeatGear Tee,Under Armour,Apparel,South,24,2024-11-04,2,1013.22
Adidas Gym Ball,Adidas,Equipment,South,21,2025-10-12,15,6878.54
Reebok Classic Leather,Reebok,Footwear,South,36,2024-03-12,13,6091.98
Nike Air Max,Nike,Footwear,West,66,2024-02-25,3,669.83
Nike Training Bag,Nike,Equipment,North,18,2025-01-02,15,1722.88
Nike Dunk,Nike,Footwear,Central,92,2024-02-03,7,3929.6
Adidas Gym Ball,Adidas,Equipment,East,46,2024-02-10,6,3070.39
Adidas Essentials Tee,Adidas,Apparel,Central,88,2024-11-26,6,787.11
Adidas Ultraboost,Adidas,Footwear,North,1,2024-06-20,4,928.66
UA HeatGear Tee,Under Armour,Apparel,South,30,2024-11-24,12,1866.75
UA HOVR Phantom,Under Armour,Footwear,Central,100,2023-12-17,3,1324.88
Adidas Headband,Adidas,Accessories,South,25,2023-08-31,13,1456.09
UA HOVR Phantom,Under Armour,Footwear,East,60,2025-02-05,8,5085.09
Adidas Headband,Adidas,Accessories,Central,99,2023-04-05,10,4301.29
Nike Dri-FIT Tee,Nike,Apparel,East,48,2023-11-01,9,2899.26
UA Sport Mask,Under Armour,Accessories,Central,99,2023-09-16,3,361.3
Adidas Tiro Pants,Adidas,Apparel,Central,83,2025-08-21,17,5837.38
UA HeatGear Tee,Under Armour,Apparel,West,77,2025-02-05,12,1652.34
UA Rival Fleece Hoodie,Under Armour,Apparel,West,76,2025-12-12,13,2514.74
Adidas Headband,Adidas,Accessories,South,28,2023-03-16,8,1895.99
UA HOVR Phantom,Under Armour,Footwear,South,30,2025-03-21,19,11030.53
Nike Cap,Nike,Accessories,East,49,2023-11-18,3,253.44
Reebok Nano X,Reebok,Footwear,West,77,2024-08-27,2,300.12
Reebok Classic Leather,Reebok,Footwear,Central,100,2025-08-10,15,4378.32
UA Sport Mask,Under Armour,Accessories,West,72,2025-06-04,13,2909.67
Adidas Gym Ball,Adidas,Equipment,South,35,2023-02-20,3,442.5
UA Duffel Bag,Under Armour,Equipment,North,10,2025-01-05,3,1037.94
Nike Training Bag,Nike,Equipment,South,24,2024-07-20,2,124.77
Reebok Classic Leather,Reebok,Footwear,East,47,2024-02-15,9,1449.12
Puma Suede Classic,Puma,Footwear,Central,85,2024-01-26,10,277.11
Reebok Wristband,Reebok,Accessories,East,53,2024-07-31,1,476.67
Reebok Wristband,Reebok,Accessories,Central,85,2025-08-24,7,1176.06
UA HeatGear Tee,Under Armour,Apparel,South,37,2025-08-29,15,7152.7
Adidas Headband,Adidas,Accessories,North,11,2024-11-28,14,3635.71
Nike Pegasus,Nike,Footwear,West,75,2024-03-05,19,4366.86
UA Sport Mask,Under Armour,Accessories,East,41,2023-09-20,12,4907.91
UA HOVR Phantom,Under Armour,Footwear,South,34,2024-11-26,13,5220.03
Nike Pegasus,Nike,Footwear,East,59,2024-09-05,2,672.61
Reebok Wristband,Reebok,Accessories,South,31,2023-10-12,7,3433.38
Reebok Joggers,Reebok,Apparel,North,18,2025-03-11,4,574.09
Puma Beanie,Puma,Accessories,Central,95,2024-11-04,4,297.88
UA Sport Mask,Under Armour,Accessories,North,20,2023-12-30,7,230.18
Adidas Water Bottle,Adidas,Accessories,West,70,2023-05-23,17,2241.6
Reebok CrossFit Tee,Reebok,Apparel,West,62,2023-05-24,6,1613.37
Adidas Tiro Pants,Adidas,Apparel,West,73,2024-10-31,5,2846.28
Reebok Joggers,Reebok,Apparel,West,63,2025-05-06,7,4353.86
UA HOVR Phantom,Under Armour,Footwear,South,30,2023-09-24,16,6601.44
Puma Beanie,Puma,Accessories,Central,99,2023-11-22,17,5133.93
Nike Air Max,Nike,Footwear,East,47,2025-07-28,15,9666.56
Puma RS-X,Puma,Footwear,West,80,2023-05-12,19,5175.81
Nike Dunk,Nike,Footwear,West,75,2025-10-02,10,4860.69
Reebok Wristband,Reebok,Accessories,East,50,2025-07-23,6,2451.18
UA HOVR Phantom,Under Armour,Footwear,South,26,2025-04-30,6,1870.11
Puma RS-X,Puma,Footwear,West,62,2023-07-15,6,2670.36
Nike Pro Shorts,Nike,Apparel,Central,90,2024-07-14,7,2858.24
Nike Training Bag,Nike,Equipment,West,78,2025-10-07,3,1941.23
Reebok Yoga Mat,Reebok,Equipment,Central,91,2023-08-04,9,2128.04
UA HeatGear Tee,Under Armour,Apparel,Central,82,2024-02-29,15,566.22
Adidas Headband,Adidas,Accessories,East,53,2025-02-19,1,273.52
Puma Resistance Band Set,Puma,Equipment,North,5,2024-05-28,15,5895.05
Nike Cap,Nike,Accessories,West,63,2025-09-19,8,2945.76
Puma Track Jacket,Puma,Apparel,South,36,2025-06-15,6,3306.81
Adidas Essentials Tee,Adidas,Apparel,Central,84,2023-02-06,18,2901.41
Nike Air Max,Nike,Footwear,South,23,2025-03-11,5,2243.44
Adidas Water Bottle,Adidas,Accessories,East,46,2025-06-21,18,8492.28
Nike Socks Pack,Nike,Accessories,West,62,2024-03-18,10,2386.21
Nike Air Max,Nike,Footwear,North,20,2025-06-28,13,732.77
Puma RS-X,Puma,Footwear,South,32,2024-02-18,1,133.39
Reebok Classic Leather,Reebok,Footwear,North,1,2025-05-13,3,1614.03
Adidas Tiro Pants,Adidas,Apparel,North,6,2024-03-27,17,804.01
Adidas Headband,Adidas,Accessories,East,51,2023-08-09,18,5757.18
Adidas Gym Ball,Adidas,Equipment,West,64,2025-03-20,12,1912.78
Reebok Wristband,Reebok,Accessories,South,21,2024-10-24,1,384.0
Adidas Gym Ball,Adidas,Equipment,South,35,2025-03-08,9,604.75
Adidas Water Bottle,Adidas,Accessories,North,3,2025-01-25,20,5650.49
Adidas Tiro Pants,Adidas,Apparel,North,18,2025-10-20,4,732.84
Reebok Classic Leather,Reebok,Footwear,West,65,2024-10-26,11,1317.61
Nike Pegasus,Nike,Footwear,North,11,2025-09-14,19,7708.77
Adidas Gym Ball,Adidas,Equipment,West,77,2025-07-08,1,340.13
Nike Training Bag,Nike,Equipment,North,20,2024-04-21,14,2708.78
